Case 1:
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
Case 20:
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
Case 21:
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
Case 22:
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
Case 23:
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
Case 24:
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
Case 25:
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
Case 26:
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
Case 27:
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
Case 28:
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
Case 29:
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
Case 30:
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
Case 31:
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
Case 32:
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
Case 33:
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
Case 34:
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
Case 35:
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
Case 36:
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
76 1 0
